Client name,Service Offerings,Service Lines,[Year-Month],[Service Offering ID],Country,Collection Days,Revenue,Gross Profit,Direct Profit,Total Cost,Total Cost GP,Total Cost DP,External Blue,External Green,External Red,External Yellow,External Pink,External Orange,External Black,Internal Blue,Internal green,Internal Red,Internal Yellow,Internal Orange,Internal White,Internal Brown,Internal Blue,Internal Pink,Internal Pink
Steinfelder HB GmbH,Uno Wear,Venus,2024-Jan,SO00064,USA,30,138986.35,138724.9207,92599.9647,46386.3853,261.4293,46124.956,37030.8585,,806.865,1797.865,,,,4942.9508,,,1534.1434,,,261.4293,12.114,0.1593,
Steinfelder HB GmbH,Uno Wear,Venus,2024-Jan,SO00064,USA,30,,-818.782,-1309.1958,1309.1958,818.782,490.4138,,,,,,,,125.8833,,,275.467,,,818.782,89.0635,,
Steinfelder HB GmbH,Uno Wear,Venus,2024-Jan,SO00064,USA,30,,0,-799.722,799.722,0,799.722,799.722,,,,,,,,,,,,,,,,
Steinfelder HB GmbH,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,,0,-25.365,25.365,0,25.365,,,,,,,,,,,25.365,,,,,,
Steinfelder HB GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-96.516,96.516,0,96.516,96.516,,,,,,,,,,,,,,,,
STOILOV Vasil,Stickem,Venus,2024-Jan,SO00061,IRELAND,45,,-54.8746,-54.8746,54.8746,54.8746,0,,,,,,,,,,,,,,54.8746,,,
STOJKOVA Maria,Scruncho,Venus,2024-Jan,SO00065,USA,30,6535,6535,903.4164,5631.5836,0,5631.5836,,,,,,,5631.5836,,,,,,,,,,
STOJKOVA Maria,Scruncho,Venus,2024-Jan,SO00065,USA,30,,-27.6597,-27.6597,27.6597,27.6597,0,,,,,,,,,,,,,,27.6597,,,
STOJKOVA Maria,Scruncho,Venus,2024-Jan,SO00065,USA,30,,-1.1822,-1.1822,1.1822,1.1822,0,,,,,,,,,,,,,,1.1822,,,
STOJKOVA Renata,Uno Wear,Venus,2024-Jan,SO00064,USA,30,,-35.6216,-35.6216,35.6216,35.6216,0,,,,,,,,,,,,,,35.6216,,,
STOYANOV Stanislav,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-28.8616,28.8616,0,28.8616,,,,,,,,,28.8616,,,,,,,,
STRAPEDA GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-4.5254,-4.5254,4.5254,4.5254,0,,,,,,,,,,,,,,4.5254,,,
Strohmayer Gesellschaft mit beschränkter Haftung,Uno Wear,Venus,2024-Jan,SO00064,USA,30,23636.138,23602.9651,12648.046,10988.092,33.1729,10954.9191,8637.2726,,578.2557,,,,1616.6,,,,122.7908,,,33.1729,,,
Strohmayer Gesellschaft mit beschränkter Haftung,Uno Wear,Venus,2024-Jan,SO00064,USA,30,,-238.1211,-293.2955,293.2955,238.1211,55.1744,,,,,,,,,,,55.1744,,,238.1211,,,
SUCHANKOVA Lucia,Cuboid,Earth,2024-Jan,SO00058,USA,30,-2564.31,-2564.31,-2564.31,0,0,0,,,,,,,,,,,,,,,,,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,135268.31,135268.31,105037.366,30230.944,0,30230.944,22684.3117,,4742.6123,2238.02,,,566,,,,,,,,,,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,45488.2,44729.0728,28578.0536,16910.1464,759.1272,16151.0192,11575.5308,,1101.3991,195.6,,,1815.936,18.6232,138.0546,,178.035,,,759.1272,,1127.8405,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,21621.21,18858.475,10570.3981,11050.8119,2762.735,8288.0769,5299.0076,,502.3126,419.5265,,,193.9736,412.9626,359.4203,,661.2559,,,2762.735,,439.6178,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,21367.32,21367.32,13399.3783,7967.9417,0,7967.9417,6583.4181,,847.3636,372.8,,,164.36,,,,,,,,,,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,,0,-31.4022,31.4022,0,31.4022,,,,,,,,,,,,,,,,31.4022,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,,-3837.6798,-4283.288,4283.288,3837.6798,445.6082,,,,,,,,,5.9775,,,,,3837.6798,,439.6307,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,,-5.3639,-141.8847,141.8847,5.3639,136.5208,,,,,,,,74.4928,,,62.028,,,5.3639,,,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,,-13760.6584,-16589.1539,16589.1539,13760.6584,2828.4955,,,,,,,,,56.4676,,,,,13760.6584,,2772.0279,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,,-39.0506,-406.427,406.427,39.0506,367.3764,,,,,,,,,,,,,,39.0506,,367.3764,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,,0,-546.208,546.208,0,546.208,391.8289,,,,,,,,,,,,,,,154.3791,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,,0,-146.58,146.58,0,146.58,146.58,,,,,,,,,,,,,,,,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,-87.8,-87.8,-87.8,0,0,0,,,,,,,,,,,,,,,,,
SUCHANKOVA Lucia,Rhino Case,Mars,2024-Jan,SO00068,USA,30,-28333.33,-28333.33,-28333.33,0,0,0,,,,,,,,,,,,,,,,,
SUCHANKOVA Lucia,Terra Shsave,Mars,2024-Jan,SO00025,CHINA,60,,-175.6808,-175.6808,175.6808,175.6808,0,,,,,,,,,,,,,,175.6808,,,
SUCHANKOVA Lucia,Terra Shsave,Mars,2024-Jan,SO00025,CHINA,60,,-32.5445,-32.5445,32.5445,32.5445,0,,,,,,,,,,,,,,32.5445,,,
SUCHANKOVA Lucia,Towlee,Mars,2024-Jan,SO00071,USA,30,10975.5,10970.9786,5045.9016,5929.5984,4.5214,5925.077,5872.456,,44,,,,8.621,,,,,,,4.5214,,,
SUCHANKOVA Lucia,Towlee,Mars,2024-Jan,SO00071,USA,30,145,145,-1272.718,1417.718,0,1417.718,694.632,,668.1322,,,,,,,,,,,,,54.9538,
SUCHANKOVA Lucia,Towlee,Mars,2024-Jan,SO00071,USA,30,,-567.4487,-583.1498,583.1498,567.4487,15.7011,,,,,,,,,,,,,,567.4487,,15.7011,
SUCHANKOVA Lucia,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,540,540,461.1768,78.8232,0,78.8232,63.2798,,15.5434,,,,,,,,,,,,,,
SUCHANKOVA Lucia,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,,-61.38,-61.38,61.38,61.38,0,,,,,61.38,,,,,,,,,,,,
SUCHANKOVA Lucia,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,,0,-185.9922,185.9922,0,185.9922,,,,,,,,,185.9922,,,,,,,,
SUCHANKOVA Lucia,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,,-4.2568,-4.2568,4.2568,4.2568,0,,,,,,,,,,,,,,4.2568,,,
SUCHANKOVA Lucia,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,-5012.17,-12589.8272,-15973.8345,10961.6645,7577.6572,3384.0073,,,,,,,,103.5621,882.9822,,481.935,,,7577.6572,,1915.528,
SUCHANKOVA Lucia,Onovo Supply,Mars,2024-Jan,SO00027,USA,30,7160,7160,1819.7962,5340.2038,0,5340.2038,,,,,,,5340.2038,,,,,,,,,,
SUCHANKOVA Lucia,Onovo Supply,Mars,2024-Jan,SO00027,USA,30,,-65.9143,-65.9143,65.9143,65.9143,0,,,,,,,,,,,,,,65.9143,,,
SUCHANKOVA Lucia,Onovo Supply,Mars,2024-Jan,SO00027,USA,30,,-8.6776,-8.6776,8.6776,8.6776,0,,,,,,,,,,,,,,8.6776,,,
SUCHANKOVA Lucia,Onovo Supply,Mars,2024-Jan,SO00027,USA,30,,-419.0684,-419.0684,419.0684,419.0684,0,,,,,,,,,,,,,,419.0684,,,
SUCHANKOVA Lucia,Onovo Supply,Mars,2024-Jan,SO00027,USA,30,,-11.4008,-11.4008,11.4008,11.4008,0,,,,,,,,,,,,,,11.4008,,,
SUCHANKOVA Lucia,Onovo Supply,Mars,2024-Jan,SO00027,USA,30,,0,0,0,0,0,,,,,,,,0,,,,,,,,,
SUCHANKOVA Lucia,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-50.7615,50.7615,0,50.7615,,,,,,,,,,,,,,,,50.7615,
SUCHANKOVA Lucia,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-7.8505,7.8505,0,7.8505,,,,,,,,,,,,,,,,7.8505,
SUCHANKOVA Lucia,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
SV-BAUTECHNIK GmbH,Cuboid,Earth,2024-Jan,SO00058,USA,30,363.1622,363.1622,363.1622,0,0,0,,,,,,,,,,,,,,,,,
SV-BAUTECHNIK GmbH,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,3631.6196,3631.6196,2281.5027,1350.1169,0,1350.1169,933.4503,,416.6666,,,,,,,,,,,,,,
SV-BAUTECHNIK GmbH,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,470.6775,444.3481,340.8955,129.782,26.3294,103.4526,86.2105,,17.2421,,,,,,,,,,,26.3294,,,
SV-BAUTECHNIK GmbH,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,,-404.0658,-404.0658,404.0658,404.0658,0,,,,,,,,,,,,,,404.0658,,,
Systembau Süd GmbH,Uno Wear,Venus,2024-Jan,SO00064,USA,30,3207.87,3189.183,1841.6404,1366.2296,18.687,1347.5426,862.492,,,,,,0,381.7659,,,103.2847,,,18.687,,,
Systembau Süd GmbH,Uno Wear,Venus,2024-Jan,SO00064,USA,30,,-95.8064,-161.7881,161.7881,95.8064,65.9817,,,,,,,,30.9906,,,21.8628,,,95.8064,13.1283,,
SZABO Istvan,Stickem,Venus,2024-Jan,SO00061,IRELAND,45,,0,-4.801,4.801,0,4.801,,,,,,,,,,,,,,,,4.801,
SZABO Istvan,Uno Wear,Venus,2024-Jan,SO00064,USA,30,14924.13,14862.3262,7960.1916,6963.9384,61.8038,6902.1346,5604.2119,,78.7,43.3,,,360,711.2273,,,104.6954,,,61.8038,,,
SZABO Istvan,Uno Wear,Venus,2024-Jan,SO00064,USA,30,,-402.8949,-877.3006,877.3006,402.8949,474.4057,,,,,,,,387.7434,,,44.2501,,,402.8949,42.4122,,
SZABO Istvan,Uno Wear,Venus,2024-Jan,SO00064,USA,30,-779.42,-779.42,-779.42,0,0,0,,,,,,,,,,,,,,,,,
SZABO Istvan,Terra Shsave,Mars,2024-Jan,SO00025,CHINA,60,,-78.9737,-78.9737,78.9737,78.9737,0,,,,,,,,,,,,,,78.9737,,,
SZALAI Laszlo Kalman,Stickem,Venus,2024-Jan,SO00061,IRELAND,45,,-71.3609,-71.3609,71.3609,71.3609,0,,,,,,,,,,,,,,71.3609,,,
SZALAI Laszlo Kalman,Uno Wear,Venus,2024-Jan,SO00064,USA,30,,-49.6726,-49.6726,49.6726,49.6726,0,,,,,,,,,,,,,,49.6726,,,
SZEMLERNE Nador Olga Marta,Uno Wear,Venus,2024-Jan,SO00064,USA,30,1425.6433,1413.7629,612.4493,813.194,11.8804,801.3136,720.789,,,60,,,,,,,20.5246,,,11.8804,,,
SZEMLERNE Nador Olga Marta,Uno Wear,Venus,2024-Jan,SO00064,USA,30,,-105.5114,-113.21,113.21,105.5114,7.6986,,,,,,,,,,,7.6986,,,105.5114,,,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,32452.3117,32452.3117,9733.4869,22718.8248,0,22718.8248,22628.6248,,,90.2,,,,,,,,,,,,,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,1100.8227,1100.8227,528.6516,572.1711,0,572.1711,572.1711,,,,,,,,,,,,,,,,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,61.1516,61.1516,61.1516,0,0,0,,,,,,,,,,,,,,,,,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-138.7925,-138.7925,138.7925,138.7925,0,,,,,138.7925,,,,,,,,,,,,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-129.2974,-129.2974,129.2974,129.2974,0,,,,,,,,,,,,,,129.2974,,,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-22.1166,-22.1166,22.1166,22.1166,0,,,,,,,,,,,,,,22.1166,,,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-784.074,-810.1245,810.1245,784.074,26.0505,,,,,,,,,,,26.0505,,,784.074,,,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-150.7356,-167.908,167.908,150.7356,17.1724,,,,,,,,,,,17.1724,,,150.7356,,,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-48.332,48.332,0,48.332,,,,,,,,,,,,,,,,48.332,
SZUHOGYI Norbert Janos,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,-0.0214,-0.0214,-0.0214,0,0,0,,,,,,,,,,,,,,,,,
Takenari e.U.,Circle,Saturn,2024-Jan,SO00079,UK,60,,0,-1350.3204,1350.3204,0,1350.3204,,,,,,,,,,,,,1350.3204,,,,
Team Mond GmbH,Circle,Saturn,2024-Jan,SO00079,UK,60,,0,-835.2552,835.2552,0,835.2552,,,,,,,,,,,,,835.2552,,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,5286.19,5286.19,2379.957,2906.233,0,2906.233,2906.233,,,,,,,,,,,,,,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,3262.866,3262.866,2903.1437,359.7223,0,359.7223,359.7223,,,,,,,,,,,,,,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,2911.7456,2911.7456,545.9476,2365.798,0,2365.798,2365.798,,,,,,,,,,,,,,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,2771.9898,2771.9898,1349.668,1422.3218,0,1422.3218,1422.3218,,,,,,,,,,,,,,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,422.9,422.9,422.9,0,0,0,,,,,,,,,,,,,,,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,163.1398,163.1398,163.1398,0,0,0,,,,,,,,,,,,,,,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,145.5894,145.5894,145.5894,0,0,0,,,,,,,,,,,,,,,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,138.5936,138.5936,138.5936,0,0,0,,,,,,,,,,,,,,,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-93.6211,-515.1718,515.1718,93.6211,421.5507,,,,,,,,269.8182,,,,,,93.6211,151.7325,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-5.9364,-2851.9941,2851.9941,5.9364,2846.0577,,,,,,,,2846.0577,,,,,,5.9364,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-51.324,-1380.0683,1380.0683,51.324,1328.7443,,,,,,,,1131.8086,,,,,,51.324,196.9357,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-3.6547,-494.4277,494.4277,3.6547,490.773,,,,,,,,490.773,,,,,,3.6547,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-119.6794,-125.3279,125.3279,119.6794,5.6485,,,,,,,,,,,,,,119.6794,5.6485,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-8.9611,-102.1565,102.1565,8.9611,93.1954,,,,,,,,93.1954,,,,,,8.9611,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-5.2806,-5.2806,5.2806,5.2806,0,,,,,,,,,,,,,,5.2806,,,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-2081.5946,-2242.8151,2242.8151,2081.5946,161.2205,,,,,,,,,,,,,,2081.5946,,59.3325,101.888
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-519.2354,-625.6921,625.6921,519.2354,106.4567,,,,,,,,,,,,,,519.2354,,106.4567,
TERZIEV Galin,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-3.7146,-3.7146,3.7146,3.7146,0,,,,,,,,,,,,,,3.7146,,,
TERZIEV Galin,ONEset,Earth,2024-Jan,SO00023,UK,60,9758.2674,9758.2674,5877.9399,3880.3275,0,3880.3275,3880.3275,,,,,,,,,,,,,,,,
TERZIEV Galin,ONEset,Earth,2024-Jan,SO00023,UK,60,2718.8003,2718.8003,1259.1149,1459.6854,0,1459.6854,1459.6854,,,,,,,,,,,,,,,,
TERZIEV Galin,ONEset,Earth,2024-Jan,SO00023,UK,60,975.8447,975.8447,975.8447,0,0,0,,,,,,,,,,,,,,,,,
TERZIEV Galin,ONEset,Earth,2024-Jan,SO00023,UK,60,271.88,271.88,271.88,0,0,0,,,,,,,,,,,,,,,,,
TERZIEV Galin,ONEset,Earth,2024-Jan,SO00023,UK,60,,-17.4366,-17.4366,17.4366,17.4366,0,,,,,,,,,,,,,,17.4366,,,
TERZIEV Galin,ONEset,Earth,2024-Jan,SO00023,UK,60,,-5.985,-5.985,5.985,5.985,0,,,,,,,,,,,,,,5.985,,,
TERZIEV Galin,ONEset,Earth,2024-Jan,SO00023,UK,60,,-104.2976,-104.2976,104.2976,104.2976,0,,,,,,,,,,,,,,104.2976,,,
TERZIEV Galin,ONEset,Earth,2024-Jan,SO00023,UK,60,,-27.1923,-27.1923,27.1923,27.1923,0,,,,,,,,,,,,,,27.1923,,,
TH Gastro GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,4624.7894,4619.4443,2101.4866,2523.3028,5.3451,2517.9577,2517.9577,,,,,,,,,,,,,5.3451,,,
TH Gastro GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,462.4768,425.5155,408.1485,54.3283,36.9613,17.367,,,,,,,,,,,17.367,,,36.9613,,,
The Master Clean e.U.,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,,0,-431.205,431.205,0,431.205,,,,,,,,,,,431.205,,,,,,
The Master Clean e.U.,Swish Wallet,Earth,2024-Jan,SO00022,USA,30,,0,-81.0671,81.0671,0,81.0671,,,,,,,,,,,,,,,,81.0671,
The Master Clean e.U.,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,104288.14,104288.14,72472.4756,31815.6644,0,31815.6644,31258.0644,,,557.6,,,,,,,,,,,,,
The Master Clean e.U.,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,61,57.82,6.646,54.354,3.18,51.174,51.174,,,,,,,,,,,,,3.18,,,
The Master Clean e.U.,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-105.5,105.5,0,105.5,105.5,,,,,,,,,,,,,,,,
The Master Clean e.U.,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-32.951,-32.951,32.951,32.951,0,,,,,,,,,,,,,,32.951,,,
The Master Clean e.U.,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-2292.43,-2292.43,2292.43,2292.43,0,,,,,2292.43,,,,,,,,,,,,
The Master Clean e.U.,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-11209.6011,-14749.7616,14749.7616,11209.6011,3540.1605,,,,,,,,449.7545,452.3658,,442.8097,,,11209.6011,,2195.2305,
The Master Clean e.U.,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-209.6989,-1017.9427,1017.9427,209.6989,808.2438,,,,,,,,235.471,,,572.7728,,,209.6989,,,
The Master Clean e.U.,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,-0.04,-0.04,-0.04,0,0,0,,,,,,,,,,,,,,,,,
The Master Clean e.U.,Mono,Earth,2024-Jan,SO00059,IRELAND,45,,0,-55.05,55.05,0,55.05,,,,,,,,,55.05,,,,,,,,
The Master Clean e.U.,ONEset,Earth,2024-Jan,SO00023,UK,60,1726.76,1726.76,1189.3101,537.4499,0,537.4499,179.7322,,,196.8,,,160.9177,,,,,,,,,,
The Master Clean e.U.,ONEset,Earth,2024-Jan,SO00023,UK,60,,-527.4338,-542.2314,542.2314,527.4338,14.7976,,,,,,,,,14.7976,,,,,527.4338,,,
The Master Clean e.U.,ONEset,Earth,2024-Jan,SO00023,UK,60,,-43.3706,-2008.6145,2008.6145,43.3706,1965.2439,,,,,,,,,1873.4603,,91.7836,,,43.3706,,,
The Master Clean e.U.,ONEset,Earth,2024-Jan,SO00023,UK,60,-0.01,-0.01,-0.01,0,0,0,,,,,,,,,,,,,,,,,
Thor Bau- und Projektentwicklungs,Cube,Venus,2024-Jan,SO00060,ITALY,60,,-0.4007,-0.4007,0.4007,0.4007,0,,,,,,,,,,,,,,0.4007,,,
THR Pro KG vormals T. Bilisik Transport KG,Cube,Venus,2024-Jan,SO00060,ITALY,60,1813.9573,1813.2933,1254.0021,559.9552,0.664,559.2912,505.4096,,,,,,53.8816,,,,,,,0.664,,,
THR Pro KG vormals T. Bilisik Transport KG,Cube,Venus,2024-Jan,SO00060,ITALY,60,267.8347,266.8367,28.9494,238.8853,0.998,237.8873,237.8873,,,,,,,,,,,,,0.998,,,
THR Pro KG vormals T. Bilisik Transport KG,Cube,Venus,2024-Jan,SO00060,ITALY,60,-104.0885,-184.3471,-184.3471,80.2586,80.2586,0,,,,,,,,,,,,,,80.2586,,,
TIBALEX TRANS OG,Cuboid,Earth,2024-Jan,SO00058,USA,30,,-180.4757,-180.4757,180.4757,180.4757,0,,,,,,,,,,,,,,180.4757,,,
TIBALEX TRANS OG,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,8294.36,8294.36,3101.2907,5193.0693,0,5193.0693,5078.3193,,,114.75,,,,,,,,,,,,,
TIBALEX TRANS OG,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,843.17,843.17,843.17,0,0,0,,,,,,,,,,,,,,,,,
TIBALEX TRANS OG,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-1286.7945,-1649.0771,1649.0771,1286.7945,362.2826,,,,,,,,,,,,,,1286.7945,,362.2826,
TIBALEX TRANS OG,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-896.8115,-896.8115,896.8115,896.8115,0,,,,,,,,,,,,,,896.8115,,,
TIBALEX TRANS OG,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-47.209,-109.237,109.237,47.209,62.028,,,,,,,,,,,62.028,,,47.209,,,
TIBALEX TRANS OG,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-56.9408,56.9408,0,56.9408,56.9408,,,,,,,,,,,,,,,,
TIBALEX TRANS OG,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-205.4729,205.4729,0,205.4729,205.4729,,,,,,,,,,,,,,,,
TIBALEX TRANS OG,Mono,Earth,2024-Jan,SO00059,IRELAND,45,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
TIBALEX TRANS OG,Mono,Earth,2024-Jan,SO00059,IRELAND,45,,-546.1881,-801.1901,801.1901,546.1881,255.002,,,,,,,,,255.002,,,,,546.1881,,,
TIBALEX TRANS OG,Handy Mop,Earth,2024-Jan,SO00024,USA,30,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
TIBLI Handelsgesellschaft mbH,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,4956.7538,4956.7538,3666.0947,1290.6591,0,1290.6591,1153.3258,35.4972,101.8361,,,,,,,,,,,,,,
TIBLI Handelsgesellschaft mbH,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,793.0404,758.4399,542.4847,250.5557,34.6005,215.9552,174.3158,,21.5526,,,,,,9.6205,,,,,34.6005,,10.4663,
TIBLI Handelsgesellschaft mbH,Sharpy Knife,Mars,2024-Jan,SO00062,SPAIN,UNKNOWN,,-711.2847,-734.8363,734.8363,711.2847,23.5516,,,,,,,,,,,,,,711.2847,,23.5516,
TIBLI Handelsgesellschaft mbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-65.6493,-138.92,138.92,65.6493,73.2707,,,,,,,,,,,,,,65.6493,,73.2707,
TIBLI Handelsgesellschaft mbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-2.6158,2.6158,0,2.6158,,,,,,,,,,,,,,,,2.6158,
TIBLI Handelsgesellschaft mbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,0,-40,40,0,40,40,,,,,,,,,,,,,,,,
Tiede GmbH,Stickem,Venus,2024-Jan,SO00061,IRELAND,45,194.8252,193.0364,32.0614,162.7638,1.7888,160.975,160.975,,,,,,,,,,,,,1.7888,,,
Tiede GmbH,Stickem,Venus,2024-Jan,SO00061,IRELAND,45,,-57.8227,-57.8227,57.8227,57.8227,0,,,,,,,,,,,,,,57.8227,,,
Tiede GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,638.8848,629.9588,279.2591,359.6257,8.926,350.6997,350.6997,,,,,,,,,,,,,8.926,,,
Tiede GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-156.877,-191.6111,191.6111,156.877,34.7341,,,,,,,,,,,34.7341,,,156.877,,,
Timpex Bau GmbH,Cuboid,Earth,2024-Jan,SO00058,USA,30,,-2091.2578,-2091.2578,2091.2578,2091.2578,0,,,,,,,,,,,,,,2091.2578,,,
Timpex Bau GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,31748.94,31748.94,12256.4162,19492.5238,0,19492.5238,19492.5238,,,,,,,,,,,,,,,,
Timpex Bau GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,21841.84,21795.2865,9251.9341,12589.9059,46.5535,12543.3524,12543.3524,,,,46.5535,,,,,,,,,,,,
Timpex Bau GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,11493.42,11493.42,11493.42,0,0,0,,,,,,,,,,,,,,,,,
Timpex Bau GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,3238.62,3230.8611,1190.4051,2048.2149,7.7589,2040.456,2040.456,,,,7.7589,,,,,,,,,,,,
Timpex Bau GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,1158.78,1158.78,504.8251,653.9549,0,653.9549,653.9549,,,,,,,,,,,,,,,,
Timpex Bau GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-8.085,-8.085,8.085,8.085,0,,,,,8.085,,,,,,,,,,,,
Timpex Bau GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-3799.1021,-9308.0299,9308.0299,3799.1021,5508.9278,,,,,,,,1825.3333,92.3855,,,,,3799.1021,765.1426,2826.0664,
Timpex Bau GmbH,Orbital Keys,Earth,2024-Jan,SO00063,USA,30,,-3.8794,-41.9218,41.9218,3.8794,38.0424,,,,,,,,38.0424,,,,,,3.8794,,,
